V1	V2
PLSCR4	SEC23A
PLSCR4	ANKH
PLSCR4	GRK6
PPAP2B	INHBE
PPP1R12B	CDC25C
PPP1R1A	C1orf14
PPP2R1B	AK025363
PPP2R1B	AADAC
PPP2R1B	STEAP4
PPP2R1B	NAT8
PRKD3	SCLY
PRKD3	TRDN
PRKD3	TM4SF1
PRKD3	NFIB
PRNP	RCAN1
PRNP	RNF145
PROCR	RB1
PROS1	ADAMTS1
PROS1	SRPX
PROS1	DIXDC1
PROS1	KCNAB2
PROS1	CSGALNACT1
PROS1	CDC14B
PROS1	EDNRB
PROS1	EFEMP1
PROS1	AKT3
PROS1	SPRY2
PROS1	TMEM47
PROS1	PPAP2B
PROS1	LEPR
PROS1	CRLF1
PROS1	RELN
PROS1	KCNJ8
PROS1	FAM126A
PROS1	ID4
PROS1	FGF2
PRR5	BIK
PTGER3	DIO1
PTGFR	ALDH1A1
PTGFR	PDS5A
PTGIS	SCG2
PTGS2	C15orf41
QKI	PHLDA1
QKI	S100A4
QKI	TUBGCP3
RAPGEF3	PCYT1B
RAPGEF3	INCENP
RAPGEF3	LEP
RAPGEF3	RASGRP2
RBMS1	GAMT
RBMS1	NRG1
RBP4	PCOLCE2
RBP4	ANGPTL4
RBP4	AKR1C2
RBP4	CD36
RCAN1	NAMPT
RCAN1	CXCL1
RERGL	ST7L
RERGL	MYH11
RGS5	DST
RGS5	MATN4
RGS5	RAMP2
RGS5	CD302
RGS5	HIGD1B
RMND5B	NM_015111
RMND5B	6-Mar
RUNX1	GHRH
RUNX1T1	SLC38A4
RUNX1T1	RRP1B
RUNX1T1	SMPDL3B
RUNX1T1	GPR124
RUNX1T1	RUNDC3B
RUNX1T1	TSPAN8
RUSC2	B3GALT1
S100A10	S100A6
S100A4	ANPEP
S100A4	C22orf34
SAA1	GABRE
SALL1	LENEP
SATB2	IFT74
SCG2	SNAP25
SCG2	BAALC
SCG2	COL21A1
SCG2	UNC13A
SCN3A	TACSTD2
SDPR	CD36
SDPR	TNXB
SELE	PTGS2
SELE	TPO
SEMA3G	LFNG
SEMA3G	CD34
SEMA3G	THRA
SEMA3G	CASQ2
SEMA3G	RGS5
SEMA3G	ATP1A2
SFRP4	PTGIS
SFRP4	HTR2B
SFRP4	FGF18
SFRP4	SCG2
SFRP4	WISP2
SH3D19	UBE2S
SLC12A4	METAP2
SLC19A3	DCX
SLIT2	LAMA2
SLIT2	ABCA8
SLIT2	FAM38B
SLIT2	SFRP1
SLIT2	TENC1
SLIT3	ELAC2
SLIT3	ARHGAP11A
SLIT3	NRP1
SMAD6	GP5
SMAD6	HES2
SNCAIP	USP2
SNCAIP	C7orf43
SNRK	MYCN
SNTB2	CRKRS
SNTB2	HPR
SNTB2	DMP1
SNTB2	ADAMTS8
SNX1	C1orf151
SNX1	PRDM13
SNX1	NDUFB9
SNX1	ALG3
SNX1	ABCA5
SNX1	KIAA0494
SNX1	TMSB10
SNX1	PDHA2
SNX1	EPB41L5
SNX1	N4BP2L2
SNX1	H3F3B
SNX1	PCM1
SNX1	C2orf68
SNX1	PSMD11
SNX1	OTUB2
SNX1	DAPK2
SNX1	STAT5B
SNX1	HNRNPR
SNX1	VPS13C
SNX1	FAM122A
SNX1	HOMER3
SOCS3	PRSS7
SORBS1	KCNAB1
SORBS1	ACO2
SPARCL1	ZBTB20
SPARCL1	CPE
SPARCL1	PROS1
SPARCL1	SH3D19
SPARCL1	F2RL2
SPARCL1	IQGAP2
SPARCL1	DLC1
SPARCL1	SEPP1
SPARCL1	LRRN3
SPARCL1	RGS5
SPARCL1	GIPC2
SPARCL1	SLIT2
SPARCL1	TCEAL7
SPARCL1	GEM
SPARCL1	IGFBP7
SPARCL1	IQCA1
SPP1	TREM1
SPP1	CLEC5A
SPP1	SLC2A5
SPP1	BFSP2
SPRY2	CDC14B
SPRY2	DVL3
SPTBN1	EIF4G2
SRPX	CYP26B1
SRPX	STEAP1
SRPX	LEPREL1
SRPX	LUZP2
SRPX	DAB2
SRPX	PCSK5
SRPX	XM_496572
SRPX	CELSR1
SRPX	ANPEP
SRPX	ANGPTL2
SRPX	SGCE
SRPX	CDKN1C
SRPX	MME
SRPX	SEMA3F
SRPX	SNCAIP
SRPX	TYMS
SRPX	CFH
SRPX	HSPB2
SRPX	BMP2
STAT5B	STAT5A
STEAP1	TNNC2
STEAP1	FAM119B
STK24	ACVR1B
STK24	TFDP1
SV2B	PTGIR
SV2B	CA6
SV2B	SYTL2
SV2B	OTUD4
SV2B	PRKX
SVEP1	CAST
SVEP1	DPT
SVEP1	IL17B
SVEP1	OLFM4
TAL1	ZMIZ1
TAL1	RAB13
TAL1	MYH1
TAL1	MYH3
TBX2	NGF
TCF7L2	COX6C
TCF7L2	PPL
TCF7L2	HIST1H4H
TCF7L2	RHBDL1
TCOF1	SLC17A7
TCOF1	AL080152
TENC1	RIPK2
TENC1	SIDT2
TENC1	RHOBTB2
TENC1	GPR162
TENC1	SEMA3G
TENC1	FAM160B2
TENC1	C5orf4
TENC1	CALCOCO1
TGFB3	NEFH
TGFB3	RASL11B
TGFB3	NEK9
TGFB3	RHOBTB2
TGFB3	C20orf103
TGFBI	ADM
TGFBI	EGLN3
TGFBI	ZNF257
TGFBI	TIMP2
TGFBI	BCAT1
TGFBI	NCBP1
TGFBI	FABP5
TGFBI	SPP1
TGFBI	PLAUR
TGFBI	MMP1
TGFBI	SLC16A3
TGFBI	RECQL5
TGFBI	S100A4
TGFBI	HS3ST1
TGFBI	UPP1
TGFBI	PYGL
TGFBI	COL4A1
TGFBI	HMOX1
TGFBR2	MEF2C
TIE1	NRIP2
TIE1	PCDH12
TIE1	TBX2
TIE1	EGFL7
TIE1	PGF
TIE1	LMO2
TIE1	KIAA1305
TIE1	PCYT1B
TIE1	CCDC102B
TIE1	RBBP9
TIE1	FES
TIMP2	USP2
TIMP4	PCK1
TIMP4	PPARG
TMEM100	FCGR3B
TMEM100	WNT11
TMEM100	ATP1A2
TMEM100	ACN9
TMEM100	MBOAT7
TMEM100	CHL1
TMEM100	PLP1
TMEM158	TGFBI
TMEM158	PDLIM7
TMEM158	PLOD2
TMEM158	TPM1
TMEM158	MBD2
TMEM158	TMEFF1
TMEM158	SERPINH1
TMEM158	CDH2
TMEM158	WNT5B
TNFSF12	PLXNA1
TNFSF12	HIST1H4A
TNMD	F13B
TNXB	VPS13B
TNXB	FMO2
TNXB	ITGA7
TNXB	RERGL
TNXB	THSD7A
TNXB	PDE2A
TNXB	IGFBP6
TNXB	MEOX2
TNXB	CLDN5
TNXB	NRXN2
TNXB	NGFR
TNXB	ABCA8
TNXB	C7
TNXB	FXYD1
TPM1	PRR16
TPM1	DOC2B
TREM1	LDHA
TRO	AK022421
TRO	C10orf79
TRO	HNF1B
TRO	PCDH7
TRO	ATXN2L
TRO	AA053967
TRO	IGBP1
TRO	AF113018
TRO	AB051447
TSHZ2	AB051446
TSHZ2	PLCB1
TSHZ2	LPHN3
TSHZ2	SAMD5
TSHZ2	FREM1
TSHZ2	EGR1
TUBA1A	PSMB2
TUBA1A	TUBA1B
TUBA1A	TUBB4
TUBA1A	NDRG4
TUBA1A	PSMC3
TUBA1A	USP39
TUBA1A	EWSR1
TUBB2A	L06102
TUBB2A	SLC7A1
TUBB6	NNMT
TUBB6	SH3RF3
TUBB6	LRP12
TUBB6	C9orf30
TUBB6	TMEM45A
TUBB6	PLS3
TUBB6	VIM
TUBB6	UCHL1
TUBB6	FAM101A
TUBB6	MCAM
TXNIP	PRKACB
TXNIP	RNASET2
TXNIP	NM_018111
TXNIP	DENND5B
UBE2E3	ADAM9
UBE2E3	BCAS1
UBE2E3	PTPRK
UBE2E3	THSD4
UBE2E3	GALNT3
UBE2E3	HOMER1
UBE2E3	LRDD
UBE2E3	AL136715
UBE2E3	CGA
UBE2E3	ATP11B
UBE2E3	MPP6
UBE2E3	WWTR1
UBE2E3	CACNA1H
UBE2E3	PACRG
VIM	ANXA1
VIM	DPYSL2
VPS13C	MAN1A1
VPS13C	SGPP1
VPS13C	ZBTB38
VPS13C	ADAM9
WBP5	NGFRAP1
WWTR1	IL8
WWTR1	IGFBP5
ZBTB20	LEPREL1
ZBTB20	NFIX
ZBTB20	CRIM1
ZBTB20	SNX1
ZBTB20	CNTNAP2
ZBTB20	PIK3R1
ZBTB20	CBX7
ZBTB20	PLCE1
ZEB1	RPL13L
ZEB1	BCL2L10
ZEB1	PCSK5
ZEB1	GULP1
ZEB1	SLC11A1
ZEB1	KLF9
ZEB1	ACTL8
ZEB1	SKAP2
ZEB1	NID1
ZFP36	HBA1
ZFP36	CD69
ZFP36	SOCS3
ZFP36	SIRT6
ZNF423	FAM124B
ZNF423	MMP28
ZNF423	ATP6V1B1
ZNF423	LRRC8B
ZNF532	UPK1A
ZNF532	CXADR
PBX1	4-Sep
PLA2R1	7-Sep
IGFBP7	A2M
RGMA	A2M
LMO2	ABCB1
IL17B	ABCB1
C17orf28	ABCB9
IDH3G	ABCB9
PRPH	ABCD1
UHRF1BP1	ABCD1
RAD51	ABCG2
IGF1R	ABHD2
TAF9B	ABHD2
TMEM143	ABHD2
ARF1	ABHD2
ANXA1	ACSL4
PTPRC	ACSL4
CALD1	ACSL4
SERPINE1	ACTN1
TAGLN	ACTN1
ANXA4	ACVR1
ARF1	ADARB1
CD163	ADFP
LGMN	ADFP
ADH1A	ADH1B
CA9	ADM
OMD	ADRA2A
ZCCHC24	ADRA2A
GFPT2	AGPAT4
LAMA4	AGPAT4
MRC2	AGPAT4
IFRD1	AGPAT4
RHBDL2	AGPAT4
TSKU	AHNAK
RPP21	AHNAK
BCL2A1	AHNAK
TSN	AHNAK
ETFB	AHNAK
MYH3	AHR
PSME3	AK2
PDSS1	AK2
ADH1A	AKR1C1
NEK7	AKT3
GAS1	AKT3
AKAP4	ALDH1A2
PMP22	ALDH1A2
GLT8D2	AMPH
TFF1	AMPH
FBXO9	ANGPT1
J00146	ANGPT1
ABCB6	ANGPT1
HSPB7	ANGPTL4
TMEM144	ANK2
MSRB3	ANKH
ODZ2	ANKH
ADAMTS5	ANKH
LAMB3	ANXA3
CDH3	ANXA3
ANXA1	ANXA3
HIC1	AOC3
SRGN	AOX1
GDI1	APLP1
GINS2	APLP1
BMS1	AQP1
FGF1	AREG
TFF1	AREG
S100A2	AREG
INVS	ARHGAP6
ARL15	ARHGAP6
COPE	ARHGEF10
CAMTA2	ARHGEF15
HIST1H4F	ARID5B
ZNF839	ARL4C
PRUNE	ARL4C
ADH1A	ATP1A2
NM_014095	ATP1A2
SSPN	BHLHB3
HIF1A	BHLHB3
GZMK	BHLHB5
AURKA	BIRC5
CCNB2	BIRC5
CENPA	BIRC5
UBE2C	BIRC5
TK1	BIRC5
EIF4EBP1	BMP7
POLR2E	C19orf6
PFKP	C19orf6
ADH1A	C7
BGN	C9orf3
C7orf58	CALCRL
VAMP3	CALCRL
SMC5	CALCRL
SPTLC1	CALCRL
TRIM59	CALU
SERPINH1	CALU
MPZL1	CALU
HADHA	CAT
ITM2B	CAT
PPFIBP1	CAT
RRAS2	CAT
TMEM47	CAV2
ANXA1	CAV2
GNAI1	CAV2
RERE	CBX7
PCDH7	CCDC46
CCL19	CCL21
MCM4	CCNF
GINS1	CCNF
TOP1	CCNT1
CLEC10A	CD1C
CCL19	CD1C
C7orf58	CD302
GPR4	CD34
IGFBP7	CD93
TMED2	CDC14B
HOXD11	CDO1
BTRC	CELSR1
GATA3	CELSR1
PTGER4	CELSR1
UBE2C	CENPI
MYBL2	CENPI
EBP	CENPI
GTPBP1	CENPI
CCDC69	CES1
FGL2	CFH
VGLL3	CFH
C1S	CFH
CFHR1	CFH
GLT8D4	CILP
FBN1	CILP
ADAM12	CILP
ESPL1	CIT
PDE3A	CLDN11
SLC8A1	CLDN11
PTPN12	CLIC4
RIOK3	CLIC4
PICALM	CLIC4
GIMAP4	CLIC5
EPHX2	CLU
ACTA2	CNN1
KRT14	CNN1
DNAJB11	COL14A1
RECK	COL14A1
TSHZ3	COL15A1
BAALC	COL21A1
EPB41L4A	COL21A1
LOXL2	COL4A1
SULF1	COL4A1
LAMP1	COL4A2
GIGYF1	COL4A2
DYSF	COL4A2
TPSAB1	CPA3
DCN	CPE
ECM2	CPE
ICAM4	CSDA
TSPAN13	CSDA
CALD1	CSRP2
GATA3	CSRP2
ANXA1	CSRP2
KRT8	CST6
COL10A1	CST6
LOR	CST6
FGL2	CUGBP2
RNF187	CUGBP2
NDUFB7	CUGBP2
HN1	CX3CR1
DCN	CXCL12
SERPINF1	CXCL12
FSTL1	CXCL12
FAM54A	CXCL14
ZCCHC24	CXCL14
BBOX1	CXCL2
GAS1	CYR61
LAMB1	CYR61
SLC2A3	CYR61
AMELY	CYR61
E2F2	DDX11
SQRDL	DDX11
HELLS	DDX11
STIP1	DDX11
NDC80	DEPDC1
GPR88	DKK2
CEP68	DKK2
ITGBL1	DKK2
RGMA	DMD
ART3	DMD
SCD5	DMD
FAM120A	DNASE2
C1S	DPP4
DCN	DPP4
FBN1	DPT
FSTL1	DPT
DCN	DPT
RAP1B	DYRK2
RECQL	DYRK2
PRKCDBP	DZIP1
CALD1	DZIP1
CHST3	DZIP1
DCN	DZIP1
TMEM143	DZIP1
SFRP1	EGFR
UBE2A	EGR1
FMNL2	EGR2
TFF1	EGR3
TGFB1I1	EHD3
FBLN5	ELN
COL16A1	ELN
GAS1	EMP1
HSPA8	ENO1
GAPDH	ENO1
PGK1	ENO1
ARF1	ENO1
HIF1A	ENO1
GIMAP6	ENPP2
ITM2C	EPB41L2
SPARC	EPHA3
SYNPO2L	EPHA3
AP1G1	ESR1
MLPH	ESR1
SCD5	EVI1
LASS4	EVI1
DPYSL3	F13A1
RECK	F13A1
SERPINF1	F13A1
SSPN	F2R
SFTPB	F2RL2
PER1	F3
FOXA1	FABP5
ANXA1	FABP5
LDHB	FABP5
CRYAB	FAM107A
NPHS1	FAM13C1
MYO10	FAM59A
RIPK4	FAM59A
YWHAZ	FARSA
DHPS	FARSA
LSM4	FARSA
PRKCSH	FARSA
HSPD1	FARSA
COMP	FGF18
PODN	FGF18
DLGAP5	FGF18
MALL	FGF2
PAK7	FGF2
NTRK2	FGF2
DCN	FHL1
ECM2	FHL1
RAB31	FHL2
OLIG2	FICD
RAB11B	FICD
KCNE1	FIGF
EDN3	FIGF
ADH1A	FIGF
IRS2	FKBP1B
TGFB1I1	FKBP1B
SPON1	FLRT2
ZCCHC24	FLRT2
DIMT1L	FLT1
C1S	FMO1
PDGFRA	FMO1
PDGFRL	FMOD
SPARC	FMOD
PRPF31	FOSL2
PLXNC1	FOSL2
TRIM46	FOXO1
C20orf103	FRZB
ALDH1A1	FRZB
MMP11	GADD45B
H2AFV	GADD45B
11-Sep	GADD45B
FAM118B	GALNT12
PRKCB	GALNT12
PTGER4	GALNT12
GLIPR1	GALNT12
GLT8D4	GALNTL2
DCN	GAS7
ZCCHC24	GAS7
IFI16	GAS7
SSPN	GAS7
AP1S1	GATA4
TNS3	GATA4
PCDH18	GEM
COL6A1	GGT5
CALD1	GLG1
OMD	GLI1
ZCCHC24	GLI1
A1CF	GLS
AK024561	GLS
PARVA	GNG12
USP25	GNG12
CYBRD1	GNG12
TROAP	GNG12
S100A2	GPR87
SPC25	GPRASP1
SH3BGRL3	GPX3
SNX17	GSN
IRF4	HABP4
CABIN1	HAS2
SLC2A3	HAS2
SLC2A3	HBEGF
NDUFA13	HBG2
C7orf58	HGF
LOXL1	HGF
GPC5	HGF
SPON1	HGF
PDGFRA	HIST1H3F
GLRA3	HIST1H3F
XCR1	HIST1H3F
SNAPC4	HNMT
ECM2	HNMT
RALY	HOXA10
NAP1L3	HOXA7
PTN	HOXA9
LTBP4	HP
HERC4	HP
RHBDL2	HS3ST3A1
DPYSL3	HS3ST3A1
BMP1	HS3ST3A1
INHBA	HS3ST3A1
COL8A1	HTR2B
IGFBP7	ID1
COPZ2	IGFBP6
SLC2A3	IL6
CD163	IL6
ZNF701	IL6
CA9	IL8
ELOVL5	IL8
FCER2	INPP4A
TBC1D7	INPP4A
MED14	INPP4A
CFLAR	INPP4A
RNASEH1	INPP4A
VCAN	ITGAV
IRF4	ITGB1
SEC23A	ITGB1
SPRED2	ITGB1
AEBP1	ITGB5
NUAK1	ITGB5
SYT17	ITGB5
HLA-DOB	ITGB5
BUB1	ITGB5
GIMAP7	ITM2A
IGJ	ITM2A
FLI1	ITM2A
ADAMTS20	ITSN1
MBD1	ITSN1
RBM25	ITSN1
PCDH18	JAG1
LAMA4	JAG1
COL8A1	JAK1
PTRF	JUN
NM_018382	KANK3
ABCC5	KCNAB1
PHACTR1	KCTD12
PTRF	KCTD12
TLR1	KCTD12
IFI16	KCTD12
SEC31A	KDELR3
SEC24D	KDELR3
SCARB1	KDR
MATN3	KERA
LRRC17	KERA
DCN	KERA
MID1	KHDRBS3
C1S	KHDRBS3
CCNB2	KIF2C
ESPL1	KIF2C
AURKB	KIF2C
CENPA	KIF2C
BLM	KIF2C
BUB1B	KIF2C
ID4	KIT
SOX10	KIT
SGPP1	KLHL2
FRMPD1	KLHL2
DDN	KLHL2
TRIM29	KRT23
KCNK5	KRT23
KRT15	KRT23
LILRA2	LAMA2
DNHD1L	LAMA2
TMEM38B	LAMA2
LAMA4	LAMC1
ZCCHC24	LDB2
HIF1A	LEP
PODN	LIMS2
ACTA2	LIMS2
PEX5	LIPE
ACTA2	LMOD1
AA045174	LPHN2
PLEKHB2	LPHN3
C18orf34	LRRN3
FUT9	LYVE1
RAE1	LYVE1
EMILIN1	LZTS1
NM_016380	LZTS1
CLCA1	LZTS1
RCN3	LZTS1
ACTR10	MAGEH1
BAT2D1	MAP4
BCLAF1	MAP4
RHBDL2	MAP4K4
GUCY1B3	MAP4K4
TGFB1I1	MAP4K4
C9orf30	MAP4K4
LAMA4	MAP4K4
APOBEC3G	MAP4K5
PALLD	MAP4K5
BOLA2	MAP4K5
C1S	MAPRE2
ACSBG1	MAPRE2
CHST2	MAPRE2
TTK	MCAM
GIMAP6	MCTP1
MAP7D3	MEF2C
C3	MEF2C
FLI1	MEF2C
ID4	MET
ALDH1A1	MFAP4
ID4	MGP
NPAT	MGP
COL5A1	MICAL2
IFI44	MICAL2
IL4I1	MMP1
MMP9	MMP1
EXO1	MMP1
PDGFRA	MMP3
CRISPLD2	MMP3
TNFRSF25	MMRN1
DHX8	MPPE1
SERPINF1	MSC
SFRP1	MT1M
FETUB	MYCT1
MYLK	MYH11
CALM1	MYO1B
ADAM12	MYO1B
LPAR4	NAALAD2
PRUNE	NADK
CENPM	NADK
NAP1L3	NAV3
11-Sep	NAV3
HAGH	NDUFA7
TUSC2	NDUFA7
C20orf30	NEBL
PTPLAD1	NEBL
IL6ST	NEBL
NM_013293	NEBL
MFGE8	NES
SLC40A1	NES
SPON1	NLGN4X
PTN	NLGN4X
RASGRP2	NLRP1
ARHGAP15	NLRP1
DEK	NMT2
PTMA	NOL5A
NXT1	NOL5A
BIRC7	NPR2
SGCE	NPR2
DST	NR2F1
ELOVL4	NR5A2
EPHA7	NR5A2
COL6A1	NRP1
KIF1C	NRXN2
HSPD1	NUP210
BRPF1	NUP210
FSTL1	OGN
GLT8D2	OGN
LDHA	P4HA2
LOXL2	P4HA2
CALD1	PAM
TNFAIP6	PAM
C1R	PAM
DAPK2	PCDH9
NCBP1	PCDH9
CA3	PCK1
ITGB8	PCOLCE2
NDN	PCSK5
ZCCHC24	PCSK5
FBLN2	PCSK5
TGFB1I1	PDGFA
NPIP	PDGFA
UBE2C	PDGFD
ECM2	PDGFD
CTHRC1	PDLIM3
MYLK	PDLIM3
NNMT	PDLIM3
PSMD10	PDLIM4
UBE2C	PDLIM4
COX6C	PDZD2
ECM2	PDZD2
NID1	PDZRN3
PCDH18	PDZRN3
HLA-DRA	PECAM1
GIMAP4	PECAM1
PDGFRA	PELI2
ZCCHC24	PELI2
MSRB3	PFTK1
TEF	PFTK1
H2AFZ	PGM5
FBLN5	PID1
SKAP2	PLA2G4A
ELOVL4	PLA2G4A
PCDH8	PLA2G4A
PRKCB	PLA2G4A
RPL36A	PLA2G5
CALD1	PLAGL1
ID4	PLAGL1
PLAU	PLAUR
RNFT2	PLEKHB1
CLCA2	PLEKHB1
UGT8	PLEKHB1
C1S	PLEKHF1
SERPING1	PLEKHF1
DKK3	PLN
SULF1	PLOD2
RECK	PLSCR4
NAP1L3	PNMA2
MSRB3	PNMA2
PSAP	PPAP2B
C3	PPAT
SEL1L	PPM1F
CUZD1	PPP1R12B
LGALS12	PPP1R1A
RASA3	PRCP
ORC6L	PRKCA
MLPH	PRKCA
RECQL4	PRKCA
TLE4	PRNP
LAMA4	PROCR
ERBB2	PRR5
FBLN2	PTGER3
STC2	PTGER3
SCUBE2	PTGER3
ID4	PTGFR
EVC	PTGIS
SLC39A6	PTK7
SERPINH1	PTK7
BMP1	PTPRN
NM_024977	PTTG1IP
FLI1	QKI
RBM9	QKI
C14orf28	QKI
PNPLA2	RAMP2
EIF4G1	RAPGEF3
UBE2C	RAPGEF3
HDGFL1	RAPGEF3
ROR1	RBMS1
AU144294	RCAN1
LEFTY2	RCAN1
SLC2A3	RGS2
SCHIP1	RGS2
SERPINH1	RGS3
HSPD1	RGS3
ZNF91	RGS5
SPTLC1	RGS5
G6PC3	RMND5B
ARL8B	RMND5B
TLE4	RND3
C1S	ROBO1
PHYHIP	RRAD
FRMD4B	RRAD
RAD23A	RRAD
MYO5C	RTF1
GRK6	RUNX1
CDKN3	RUNX1
BUB1	RUNX1T1
TGFB1I1	RUSC2
LMNA	S100A10
ANXA2	S100A10
RBM47	S100A10
LGALS1	S100A4
EGFL6	S100A6
SFRP1	SAA1
TF	SAA1
CRYAB	SAA1
L11372	SACS
C20orf39	SALL1
GLT8D2	SALL1
ZWINT	SATB2
SLC13A1	SATB2
BBOX1	SATB2
DDX24	SCG2
PPP1R1C	SCG2
CCL19	SELE
TJP3	SEMA3F
TRIM23	SEPP1
ITM2B	SEPP1
ITGBL1	SFRP4
DCN	SFRP4
OMD	SFRP4
BCLAF1	SGCB
LYZ	SGCB
HYI	SLC12A4
TPSAB1	SLC18A2
YWHAZ	SLC19A3
POLR3G	SLC23A2
TAX1BP3	SLFN12
RECK	SLFN12
MATN3	SLFN12
RECK	SLIT3
SERPINB4	SMAD6
EFR3A	SNCA
PCDH18	SNCAIP
C7orf58	SNRK
NACA2	SNRK
ACTR8	SNRK
DYM	SNRK
N4BP2L2	SNRK
ITGB3	SNTB2
TPX2	SNX1
GOLGA8B	SNX1
KLF6	SOCS3
RGMA	SOD3
POSTN	SPARCL1
PCDH18	SPRY2
STIP1	SPTBN1
NFU1	SPTBN1
SERPINF1	SRPX
PDGFRA	SRPX
LAMB1	SRPX
ITM2C	ST3GAL2
POM121	ST3GAL2
MED14	ST3GAL2
UBE2C	STAT5B
AK5	STEAP1
IPO5	STK24
HSPA8	STK24
BAT1	STK24
BUB1	STMN1
KIF18A	STMN1
ILF3	STMN2
ITGBL1	STMN2
TPM2	STMN2
CD46	STX2
TRPC3	SV2B
BCLAF1	TAL1
ADRA1A	TAL1
NOTCH2	TCF7L2
ARD1A	TCOF1
DIXDC1	TCOF1
TTC22	TCOF1
AMELY	TEK
PRR11	TENC1
CCNJ	TES
EIF1AY	TGFB2
LTBP1	TGFB2
HTRA1	TGFB3
HIF1A	TGFB3
CCR1	TGFBI
MNDA	TGFBI
LOXL2	TGFBI
CD14	TGFBI
FN1	TGFBI
CLEC2B	TGFBR2
KCNE1	TGFBR3
MYB	THBS4
ZCCHC24	THBS4
NACA2	THSD7A
HMOX1	TIMP2
MMP14	TIMP2
KRT81	TLN2
GHRH	TLN2
UBE2D1	TMEM100
TNFAIP6	TMEM158
FOXA1	TMEM158
NKX3-2	TMEM158
INHBA	TMEM158
LOXL2	TMEM158
BET1L	TNS1
PKN2	TNS1
PXDN	TPM1
EID1	TPM1
SLC16A3	TREM1
TGFB1I1	TRO
hCG_1776259	TRO
TMEM183A	TSHZ2
LILRB1	TSHZ2
SYNM	TSHZ2
NUCB1	TSPAN4
ZCCHC24	TTC28
EIF4E2	TUBA1A
NUP93	TUBA1A
AL109706	TUBA1A
TUBB4	TUBB2A
RHBDL2	TUBB6
PLAU	TUBB6
PRKCDBP	TUBB6
ADAMTS2	TUBB6
FZD7	UBE2E3
PROM1	UBE2E3
CACNA2D2	UBE2E3
COL8A1	VIM
PTRF	VIM
COL5A2	VIM
IGFBP7	VIM
CALD1	WBP5
SEC62	WBP5
GPX8	WBP5
FOXQ1	WFDC1
TPM2	WFDC1
CDH3	WWTR1
ZCCHC24	ZBTB20
DCN	ZEB1
VAMP3	ZEB1
FBN1	ZEB1
MFAP2	ZEB1
DIXDC1	ZEB1
ADAM28	ZNF276
FANCA	ZNF276
MN1	ZNF423
ZCCHC24	ZNF423
SERPINH1	ZNF532
ESR1	CA12
KIF2C	CDC20
DARC	CHRDL1
SCARA3	CLU
THBS4	COMP
HSPB2	CRYAB
LDHB	CSRP2
CYR61	CTGF
CXCL2	CXCL1
SRPX	CXCL12
IL6	CXCL2
DUSP1	CYR61
EGR1	CYR61
MEOX1	DARC
SFRP4	DPT
FOS	DUSP1
TBC1D9	ESR1
U79293	ESR1
RBP4	FABP4
GPX3	FHL1
HBB	HBA2
MFAP4	LAMA2
ZCCHC24	LAMA2
SPARCL1	LHFP
P2RY5	LMO2
SEMA3C	PTGER3
